bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Photography","/explore/photography","/projects/lebensgefuhl-island","2014-10-02T23:59:59-07:00","USD","490","0.090740740741","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dyvjzyypqb16ppi1jf3w.jpg","false","false","null","2014-08-13T12:12:15-07:00","null","null","null","null","null","903117","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Bildband mit Texten über das Leben in Island","[""other""]","Lebensgefühl Island"
"null","Tabletop Games","/explore/tabletop-games","/projects/business-mania-board-game","2017-11-30T23:59:59-08:00","USD","640","0.64","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pbe2pkwavf6yn2dzdibq.jpg","false","false","null","2017-10-26T13:16:31-07:00","null","null","null","null","null","2252129","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Business Mania is a highly strategic and fun business theme board game.","[""other""]","Business Mania Board Game"
"null","Music","/explore/music","/projects/amy-jay-supposed-to-be-ep","2015-11-16T23:59:59-08:00","USD","4961","0.763230769231","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v7jwavmp38y1djoo2vtt.jpg","false","false","null","2015-10-07T17:29:07-07:00","null","null","null","null","null","1459664","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help New York based indie folk artist Amy Jay record her debut EP ""Supposed to Be""","[""other""]","Amy Jay - Supposed to be EP"
"null","Tabletop Games","/explore/tabletop-games","/projects/the-geneva-cavern-mini-setting-5e-monster-folio","2020-11-03T23:59:59-08:00","USD","871","0.1742","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/psgm5k7t0ew2pk6rqzxh.jpg","false","false","null","2020-09-29T00:00:00-07:00","null","null","null","null","null","2632523","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Geneva Cavern Mini Setting is a follow on the Forgotten Dungeon series by Eddie Jonas.","[""books""]","The Geneva Cavern Mini Setting & 5e Monster Folio"
"null","Art","/explore/art","/projects/the-gift-of-life-tarot","2020-11-13T23:59:59-08:00","EUR","13263","1.095495495495","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bfptf9fngydnuxjjbgbv.jpg","true","false","null","2020-09-19T00:00:00-07:00","null","null","null","null","null","2626849","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A tarot deck that will uncover your hidden talents and reveal the gifts life has in store for you.","[""tarot"",""design"",""women"",""album"",""yoga""]","The Gift Of Life Tarot"
"null","Food & Beverages","/explore/food-beverages","/projects/orleans-foods-authentic-beignet-mix","2020-10-28T23:59:59-07:00","USD","1010","0.101","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kndwws8klau0fvanvrp5.jpg","false","false","null","2020-09-28T00:00:00-07:00","null","null","null","null","null","2630234","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","GET HAPPY","[""food"",""family"",""adventure"",""coffee"",""first-time founders""]","Orleans Foods Authentic Beignet Mix"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/lgbt-paranormal-web-series","2017-09-08T23:59:59-07:00","USD","120","0.008","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nd7pnt1ut64wszbkrqqe.jpg","false","false","null","2017-08-09T19:07:56-07:00","null","null","null","null","null","2188677","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Cursed is an LGBT web series with a f/f lead romance. Witches, Fates, and lots of unexpected magic.","[""other""]","LGBT Paranormal Web Series"
"null","Productivity","/explore/productivity","/projects/glow-smile-and-shine","2015-08-06T23:59:59-07:00","USD","125","0.001","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o0w9vumf5d98ipauxsc2.jpg","false","false","null","2015-06-22T16:51:00-07:00","null","null","null","null","null","1309056","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","PHOTOSENSITIVE TRANSFORMATION-NEW TEXTILE TECHNOLOGY-COLOR CHANGE","[""other""]","Glow, Smile and Shine"
"null","Tabletop Games","/explore/tabletop-games","/projects/robinson-crusoe-escape-from-despair-island","2019-10-26T23:59:59-07:00","EUR","145","0.29","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/szfdqc1my7ailzs77lrq.jpg","false","false","null","2019-08-27T00:00:00-07:00","null","null","null","null","null","2539611","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A dynamic game that puts you into Crusoe’s shoes, shipwrecked and stranded on an island.d","[""adventure"",""other"",""animation"",""books"",""design""]","Robinson Crusoe, Escape From Despair Island"
"null","Culture","/explore/culture","/projects/help-me-relaunch-hearts-converse-s-kickback-events","2017-09-09T23:59:59-07:00","USD","600","1","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bwsmyetucmlnxlmktfrc.jpg","false","false","null","2017-07-31T18:27:52-07:00","null","null","null","null","null","2167051","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","For 2 years I curated a safe space for discussion for people color and I want to continue that work.","[""community""]","Help Me Relaunch Hearts Converse's Kickback Events"
"null","Photography","/explore/photography","/projects/debs4london-afreshstart","2016-03-07T23:59:59-08:00","GBP","95","0.009047619048","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vryvrtcunqkdfehous90.jpg","false","false","null","2016-01-27T11:20:04-08:00","null","null","null","null","null","1625929","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Debs4London      #AFreshStart","[""social innovations""]","Debs4London    #AFreshStart"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/sumptuous-organic-cotton-basics-by-gaia-dubos","2020-11-15T23:59:59-08:00","CAD","11896","0.1487","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v9dfntnlqpdsq1q6qjko.jpg","false","false","null","2020-10-22T00:00:00-07:00","null","null","null","null","null","2613253","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Gaia & Dubos new sustainable men's line. Made in QC Canada under ethical working conditions.","[""men"",""shirts"",""clothing"",""design"",""vegan""]","Sumptuous Organic Cotton Basics by Gaia & Dubos"
"null","Photography","/explore/photography","/projects/nicc-naked","2017-07-14T23:59:59-07:00","USD","68","0.005666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v7vntjsejp60mujzqfx4.jpg","false","false","null","2017-06-09T13:53:11-07:00","null","null","null","null","null","2135902","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Life studies in abstract-documentary photography","[""documentary""]","Nicc, Naked"
"null","Writing & Publishing","/explore/writing-publishing","/projects/jonah-kijel-s-book-fundraising-campaign","2021-01-13T23:59:59-08:00","USD","5002","1.0004","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ruxb5cbiyh7aukjtkbfh.jpg","false","false","null","2020-11-23T00:00:00-08:00","null","null","null","null","null","2643216","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","My book is about political power and the historical narrative. It will publish in April 2021.","[""books""]","Jonah Kijel's Book Fundraising Campaign"
"null","Music","/explore/music","/projects/the-transfer-of-andrew-kern-s-bleeding-heart","2021-02-20T23:59:59-08:00","USD","50","0.006666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nmssde6hx9lbnwyjyh1j.jpg","false","false","null","2021-01-06T00:00:00-08:00","null","null","null","null","null","2652890","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","....into digital format (aka I'm recording an album).","[""indie"",""album"",""band"",""recording""]","The transfer of Andrew Kern's bleeding heart"
"null","Culture","/explore/culture","/projects/support-the-acadiana-food-hub","2018-10-08T23:59:59-07:00","USD","250","0.0125","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gpsxztt7gdffrltigoed.jpg","false","false","null","2018-09-10T00:00:00-07:00","null","null","null","null","null","2414967","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We need your help to keep the Acadiana Food Hub services and facility in operation","[""food"",""community"",""restaurant"",""social innovations"",""garden""]","Support the Acadiana Food Hub"
"null","Camera Gear","/explore/camera-gear","/projects/view-master-delphi-3reel-packet","2016-08-16T23:59:59-07:00","USD","40","0.000419287212","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iqkrpnw4azpvyxzm1eiu.jpg","false","false","null","2016-07-17T14:26:16-07:00","null","null","null","null","null","1767252","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","View-Master NEW 3reel packet","[""toys""]","View-Master Delphi 3reel packet"
"null","Comics","/explore/comics","/projects/uncut-comic-artbook-special-edition","2019-05-04T23:59:59-07:00","USD","180","0.36","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/c9qq7ik1bmty44qg13oi.jpg","false","false","null","2019-04-09T00:00:00-07:00","null","null","null","null","null","2490618","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A 75 page hardcover book of beautiful illustrated pinup characters and sketches in comic book style.","[""animation"",""books"",""beauty"",""design"",""fantasy""]","Uncut Comic Artbook 'Special Edition'"
"null","Environment","/explore/environment","/projects/water-saving-shower","2017-01-15T23:59:59-08:00","USD","1200","0.015","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q0zdjmohgjv5ghjuxvdp.jpg","false","false","null","2016-11-16T12:26:39-08:00","null","null","null","null","null","1957874","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Saving the planet through smart showers","[""water""]","Water Saving Shower"
"null","Podcasts, Blogs & Vlogs","/explore/podcasts-blogs-vlogs","/projects/the-australian-pm-hotline","2019-02-28T23:59:59-08:00","AUD","3000","1","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cxnwurhw2pmyym0nmr8i.jpg","false","false","null","2019-02-03T00:00:00-08:00","null","null","null","null","null","2466374","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An automatic talking phoneline to find out who is the Australian PM at any given point in time.","[""comedy""]","The Australian PM Hotline"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/tvsc-saison-1","2019-06-29T23:59:59-07:00","CAD","560","0.037333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/l98idzaubsvzvcuhvpz0.jpg","false","false","null","2019-04-30T00:00:00-07:00","null","null","null","null","null","2475364","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Série absurde sur un village très spécial...Ste-Cravache !
Absurd serie about a special village.","[""comedy"",""indie"",""short film"",""youtube"",""adventure""]","TVSC Saison 1"
"null","Productivity","/explore/productivity","/projects/vkliq-smart-technology-for-networking--2","2017-06-20T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mqti92mnt6azytnt5wv2.jpg","false","false","null","2017-04-21T10:09:35-07:00","null","null","null","null","null","2076838","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Never Be Left Out","[""other""]","VKLiQ: Smart Technology for Networking"
"null","Film","/explore/film","/projects/cafe-mortel-a-party-to-die-for","2021-02-15T23:59:59-08:00","GBP","3890","0.389","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zf1vscwfmqxr5lzleren.jpg","false","false","null","2020-12-17T00:00:00-08:00","null","null","null","null","null","2645526","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A short fashion film about the whimsical world of Café Mortel, a funerary creative direction agency.","[""social innovations"",""beauty"",""clothing"",""design"",""short film""]","Café Mortel: A Party to Die For"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/seadon-the-best-travel-to-adventure-shirts","2020-09-20T23:59:59-07:00","HKD","682096","16.93995","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pjqpy7hsiwud0tnh5oti.jpg","true","false","null","2020-09-19T23:59:59-07:00","null","null","null","null","null","2627297","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Ultra-fine Merino Wool with Tencel® Eucalyptus + Featherlight fabrics from recycled water bottles.","[""clothing"",""shirts"",""other""]","SEADON - The Best Travel To Adventure Shirts!"
"null","Music","/explore/music","/projects/gaitas-18","2018-05-03T23:59:59-07:00","USD","160","0.32","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ppriqyvfessexai0zvdn.jpg","false","false","null","2018-03-04T18:49:20-08:00","null","null","null","null","null","2347642","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Quiero recaudar fondos para vivir una de las mejores experiencias antes de que me gradue del colegio","[""other""]","Gaitas'18"
